SampleID	Dysbiosis_index
SRR5431366	-5.795596951181432
SRR5431364	-3.1761975984578426
SRR5431393	-2.8760676721416187
SRR5431347	-3.2762769826146463
SRR5431327	0.13620438359831133
SRR5431372	-2.9688774825042197
SRR5431331	-4.014470482808333
SRR5431341	-1.254677853478167
SRR5431322	-2.175199943482987
SRR5431361	-3.6396274763195375
SRR5431399	-3.9556967733831665
SRR5431371	-3.5523410791519585
SRR5431357	-2.533247464177001
SRR5431363	-4.070943251891633
SRR5431354	-2.667236503750699
SRR5431326	-1.6609113539544549
SRR5431332	-3.0572672006728503
SRR5431325	-1.7124759240554233
SRR5431338	-4.954196310386875
SRR5431385	-9.231221180711186
SRR5431370	-4.8389037579324246
SRR5431369	-2.8234296849156757
SRR5431340	-3.380142708832658
SRR5431388	-2.6348877260528387
SRR5431330	-3.8012804076479196
SRR5431380	-2.667236503750699
SRR5431334	-2.76014596426536
SRR5431328	-0.767022828022386
SRR5431358	-2.4828905914612864
SRR5431339	-3.8627873128685057
SRR5431368	-9.25502856981873
SRR5431336	-0.8183260398786073
SRR5431378	0.6446687468454241
SRR5431355	-5.325203226920223
SRR5431323	-4.765029512584083
SRR5431318	-3.920897453602398
SRR5431394	-5.930737337562886
SRR5431392	-3.748356503953074
SRR5431346	-4.7900769306257684
SRR5431329	-3.748356503953074
SRR5431379	-2.8474323614329395
SRR5431397	-5.509235174557911
SRR5431390	-3.581079066233928
SRR5431376	-4.325359000287635
SRR5431375	-5.973110281750961
SRR5431377	-5.620053165189518
SRR5431391	-4.487265826834022
SRR5431350	-4.931863123839981
SRR5431333	-0.992840208427134
SRR5431348	-3.2962414512237133
SRR5431382	-5.565707943641211
SRR5431321	-1.3696945138180898
SRR5431373	-3.5523410791519585
SRR5431367	-4.576349370416448
SRR5431317	-1.3165415483403031
SRR5431381	-1.725825036561006
SRR5431389	-5.795596951181432
SRR5431345	-3.6396274763195375
SRR5431365	-9.324180546618742
SRR5431386	-5.565707943641211
SRR5431395	-2.555337331611878
SRR5431359	-2.5679293035617143
SRR5431320	-6.05429597731514
SRR5431335	-4.074989895770175
SRR5431362	-3.748356503953074
SRR5431387	-3.380142708832658
SRR5431384	-2.6348877260528387
SRR5431360	-2.4116940562044737
SRR5431344	-1.8781588770652027
SRR5431324	-5.38919132179204
SRR5431400	-3.8627873128685057
SRR5431396	-3.3265744597437275
SRR5431343	-1.9846792007162442
SRR5431342	-4.713591085792397
SRR5431352	-3.2160951828752387
SRR5431351	-3.484921593391347
SRR5431349	-5.672425341971495
SRR5431383	-2.3055801007998786
SRR5431356	-3.696081119536196
SRR5431374	-5.537747862300324
SRR5431353	-2.340828300230642
SRR5431319	-3.289906421836837
